id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
4,5.3115190894459374e-06,8.553737984584586e-07,4.94061453082395e-07,2.706370196392527e-06,6.042466793587664e-07,3.7514735140575795e-07,1.0573276995273773e-05,3.935601853299886e-06,9.065553967957385e-06,9.389974593432271e-07,5.894351033930434e-06,5.338373284757836e-06,6.3052821133169346e-06,2.1924022348684957e-06,4.1186991438735276e-05,2.928957292169798e-05,1.0893464832406607e-06,1.6647603843011893e-05,2.429074584142654e-06,1.355267067992827e-05,9.540032806398813e-06,2.7478258743940387e-06,1.836347450989706e-06,2.1192179247009335e-06,2.4841822323651286e-06,2.121288616763195e-06,1.7311009514742182e-06,1.6976896404230502e-06,1.050198079610709e-06,1.154064989350445e-06,5.795086508442182e-06,1.0362542525399476e-05,1.603882083145436e-05,4.6408003981923684e-05,6.95230410201475e-05,5.098027941130567e-06,4.693760729423957e-06,3.2143429962161463e-07,2.437972398183774e-06,1.8645631598701584e-06,2.2083652311266633e-06,1.3678987670573406e-05,1.1867391549458262e-06,1.1563935004232917e-05,8.055127977968368e-07,0.00012201032950542867,6.191738793859258e-05,3.902870957972482e-06,1.6594542557868408e-06,2.1171756543481024e-06,8.098730177152902e-06,0.9980213642120361,8.99600563570857e-05,5.524012522073463e-06,3.597060640458949e-06,1.6821206372696906e-05,5.61944807486725e-06,6.655720312664926e-07,1.6629704987281002e-05,2.2675280888506677e-06,8.953484939411283e-05,2.6391553547000512e-06,4.451290806173347e-05,3.872361958201509e-06,4.936677942168899e-05,1.552866592646751e-06,1.8075775187753607e-06,7.0787614276923705e-06,2.115290726578678e-06,1.4168281268212013e-05,9.721067044665688e-07,1.5564708064630395e-06,1.8605896912049502e-06,7.202630513347685e-06,5.8681298469309695e-06,2.860443828467396e-06,1.8418442095935461e-06,5.805840373795945e-06,1.3538673329094308e-06,0.0008335817838087678,4.984502993465867e-06,1.5752221997900051e-06,2.441180640744278e-06,6.154349830467254e-05,7.2977281888597645e-06,5.952725814495352e-07,7.564520274172537e-06,6.764557838323526e-07,2.687722599148401e-06,1.2351154055068037e-06,1.2904501090815756e-05,1.096915548259858e-05,5.875723218196072e-06,1.6076022575362003e-06,4.170636384515092e-05,2.1889050003665034e-06,1.6077004829639918e-06,9.339109965367243e-06,4.274312686902704e-06
7,7.742977686575614e-06,5.339733434084337e-06,3.829405159194721e-06,3.7023003187641734e-06,3.5839154861605493e-06,6.529737220262177e-06,1.3936575669504236e-05,1.7371481590089388e-05,5.625893663818715e-06,1.5688257917645387e-05,1.169578536064364e-05,1.3983291864860803e-05,6.289967586781131e-06,0.0002897611411754042,3.7580521166091785e-05,1.257109033758752e-05,0.00011126418394269422,1.18647949420847e-05,1.4166821529215667e-05,0.00010425195068819448,0.00011891160829691216,1.699550193734467e-05,3.7309355320758186e-06,6.956664947210811e-06,6.436274816223886e-06,3.029949039046187e-05,1.3101768672640901e-05,2.0119317923672497e-05,1.8621671188157052e-05,2.1623838620143943e-05,1.596582842466887e-05,9.153407881967723e-05,2.6320940378354862e-05,0.0004364533815532923,6.60189562040614e-06,9.021225196192972e-06,7.659838047402445e-06,4.3760969674622174e-06,2.9656373953912407e-05,7.201971584436251e-06,1.0981914783769753e-05,3.7796500691911206e-05,1.162531589216087e-05,5.37180203536991e-05,1.6730273273424245e-05,0.00012236506154295057,3.324864883325063e-05,2.046706504188478e-05,3.061040479224175e-05,2.1998619558871724e-05,0.9796283841133118,8.479649113724008e-05,3.84231680072844e-05,0.013055938296020031,7.443612412316725e-05,0.00024409643083345145,3.9001719414955005e-05,5.3321895393310115e-05,0.0001497698831371963,5.5555110520799644e-06,4.933002492180094e-05,8.446949323115405e-06,3.861289951601066e-05,2.2033324057701975e-05,1.4257579096010886e-05,5.0421942432876676e-05,1.992237230297178e-05,5.894107016501948e-05,0.0003620985080488026,0.00013845005014445633,4.3368568185542244e-06,4.748700121126603e-06,1.1825506589957513e-05,6.609329375351081e-06,4.39863906649407e-05,2.4163429770851508e-05,7.0636292548442725e-06,1.9716480892384425e-05,5.382745439419523e-05,0.0004263799637556076,1.969019285752438e-05,1.4872040082991589e-05,1.5814453945495188e-05,6.684671097900718e-05,0.00014429900329560041,3.3450110095145646e-06,0.0026767924427986145,2.3821772629162297e-05,3.3288306440226734e-05,1.524872459413018e-05,1.034702108881902e-05,7.150847977754893e-06,7.801013452990446e-06,7.65901950217085e-06,1.805743704608176e-05,2.254716309835203e-05,4.634310698747868e-06,4.946355147694703e-06,0.00021592320990748703
9,2.6708901259553386e-06,0.9993494153022766,7.856031515984796e-06,1.703406269371044e-05,4.930113846057793e-06,3.572133891793783e-06,8.588584023527801e-06,0.00020076267537660897,8.590468496549875e-06,2.5300518245785497e-05,1.1478341548354365e-06,5.864154900336871e-06,1.7291273252340034e-05,8.882641964191862e-07,3.2849688977876212e-06,1.532469241283252e-06,1.1281424576736754e-06,1.53539485836518e-06,8.743161856727966e-07,4.539384690360748e-07,1.7873713886729092e-06,5.712954134651227e-06,2.243025164716528e-06,4.867158622801071e-06,2.1489529444806976e-06,2.02833984985773e-06,3.92854017263744e-05,1.5470269545403426e-06,2.8941351501998724e-06,3.846778326987987e-06,2.189952283515595e-06,1.1177870874234941e-05,3.4821655390260275e-06,1.9178185084456345e-06,4.70820305054076e-06,2.9202299174357904e-06,1.0126047982339514e-06,9.141789973909908e-07,2.351318016735604e-06,9.096913800021866e-07,1.2012955039608642e-06,1.1006663044099696e-05,3.56254713551607e-06,1.2940078022438684e-06,2.3890590910014e-06,5.129761575517477e-07,8.403342803831038e-07,3.2266773359879153e-06,9.385649718751665e-06,3.6676649415312568e-06,6.741581728419987e-07,1.0346968792873668e-06,1.189631348097464e-06,2.495619128239923e-06,1.8081902908306802e-06,5.716112809750484e-07,2.9645173071912723e-06,7.10555070781993e-07,1.7008018176056794e-06,1.5396617527585477e-06,1.1773447567975381e-06,4.845539478992578e-06,5.860271130586625e-07,8.06726711743977e-06,7.370577350229723e-06,1.5461316706932848e-06,3.4795212400240416e-07,4.4475669369603565e-07,7.792029919073684e-07,1.1235905731155071e-05,9.282157407142222e-07,3.708117446876713e-06,9.975743751056143e-07,6.515003406093456e-06,1.0080588026539772e-06,5.5692407840979286e-06,1.1479881322884466e-05,2.2658674936337775e-07,3.490680455797701e-06,1.2014684216410387e-06,2.3216796762426384e-05,4.205503955745371e-06,2.6100442482857034e-06,2.027204573096242e-06,5.198529834160581e-06,3.335871224408038e-05,1.845926476562454e-06,1.0567972594799357e-06,1.0521613376113237e-06,1.3265399729789351e-06,4.273686954547884e-06,8.947688002081122e-06,9.392646802552918e-07,4.6006507545826025e-06,3.095153260801453e-06,1.4197839846019633e-05,2.6044547212222824e-06,2.864011037218006e-07,1.143564304584288e-06
12,1.6229537322942633e-06,5.323005893842492e-07,5.440207360152272e-07,1.0754393287015773e-07,3.0806489803580916e-07,1.7351167116430588e-06,4.422556230565533e-06,1.772777523001423e-06,1.9654717107187025e-06,1.0335980732634198e-05,1.4719776117999572e-06,0.00011332248686812818,3.3752210129023297e-06,1.7066344298655167e-05,2.465396210027393e-05,1.7020482800944592e-06,5.849884928466054e-06,4.037419330416014e-06,7.607077805005247e-06,0.999180018901825,2.740919080679305e-05,7.286126219696598e-06,5.677383114743861e-07,7.319556516449666e-06,7.4652025432442315e-06,1.0060111890197732e-05,3.812307340922416e-06,2.723904344748007e-06,1.6522623127457337e-06,7.407641646750562e-07,2.3977286218723748e-06,8.262150572591054e-07,2.5492113309155684e-06,2.5974206891987706e-06,5.864520062459633e-06,2.3226709799928358e-06,1.827940877774381e-06,1.223788785864599e-06,1.6252274690486956e-06,1.0156945791095495e-05,6.941905894564115e-07,1.2105359019187745e-05,7.308284239115892e-06,3.0107487418717938e-06,2.2027106751920655e-06,6.723527690155606e-07,8.814443503979419e-07,2.431689244986046e-05,3.520307700455305e-06,5.267806955089327e-06,1.651327511353884e-05,6.679319540126016e-06,4.301935859984951e-06,6.286241386987967e-06,4.1391853301320225e-05,1.1500363143568393e-05,4.7336532588815317e-05,9.956627764040604e-06,1.0396121297162608e-06,7.650398288205906e-07,2.252079639220028e-06,1.1249616136410623e-06,2.4176545139198424e-06,2.5620752239774447e-06,3.0163612336764345e-06,5.934118235018104e-06,1.5048625527924742e-06,1.4003699106979184e-06,9.455579856876284e-07,2.8198312520544278e-06,1.0937860679405276e-06,2.052987611023127e-06,1.2037184205837548e-05,8.176655796887644e-07,0.00012682806118391454,5.945265911577735e-06,1.8579877405500156e-06,2.8211870812810957e-06,1.6318459529429674e-05,1.1681785281325574e-06,6.641310392296873e-06,8.298132343043108e-06,1.7765398752089823e-06,1.1062903467973229e-05,5.1570386858657e-06,5.801648512715474e-06,2.228258836112218e-06,9.048510946740862e-06,5.575694103754358e-06,7.421193004120141e-06,2.9558962069131667e-06,1.715515509204124e-06,1.7066171267288155e-06,9.618710237191408e-07,5.045552370575024e-06,2.2350352537614526e-06,1.8622063180373516e-06,1.0103087333845906e-05,2.6862444428843446e-05
13,2.1112932699907105e-06,8.47359160616179e-07,7.64997594160377e-07,2.857799188404897e-07,6.065871502869413e-07,2.73882619694632e-07,1.0605620559545059e-07,1.1903172207894386e-06,3.0557589525415096e-06,4.6608289494542987e-07,3.890689913532697e-05,2.0933945052092895e-05,1.552802473270276e-06,7.049635769362794e-06,0.9994822144508362,1.440278310838039e-06,2.8400254450389184e-05,6.877136456751032e-06,9.863536433840636e-06,9.054544534592424e-06,4.152525434619747e-05,1.5634566352673573e-06,3.0646731374872616e-07,1.2031640835630242e-05,5.781830623163842e-06,3.696311978274025e-06,3.0503695143124787e-06,3.870367436320521e-06,9.481017286816495e-07,1.529578639747342e-06,4.148743300902424e-06,1.9328917915117927e-06,1.3655203474627342e-06,7.765577265672619e-07,1.4331460988614708e-05,5.74981413592468e-07,4.937928110848588e-07,1.0052779089164687e-06,1.816930534914718e-06,5.0725873279589e-07,1.2641746707231505e-06,1.4540478332492057e-06,1.6995910527839442e-06,1.2213620721013285e-05,2.055078948615119e-05,1.9085446183453314e-06,6.440789093176136e-07,1.9056710698350798e-06,3.818482127826428e-06,8.824365067994222e-06,1.9663361854327377e-06,6.957850473554572e-06,6.936509635124821e-06,1.218856868945295e-05,8.064626513260009e-07,2.309601086381008e-06,3.3943729249585886e-06,5.421262585514341e-07,1.502075406278891e-06,6.365484068737715e-07,1.6028425307013094e-06,3.454313400652609e-06,1.0363430192228407e-05,3.2609138997941045e-06,5.779184448329033e-06,4.6990510327304946e-07,5.700427664123708e-06,5.637820777337765e-06,3.4438451734786213e-07,2.631534698593896e-06,3.934623009627103e-07,1.5970611002558144e-06,2.3536206299468176e-06,1.9544131646398455e-05,2.180017190767103e-06,2.830732910297229e-06,1.0365985190219362e-06,8.489817560075608e-07,2.865854867195594e-06,8.655728720441402e-07,1.080004267350887e-06,7.07991659965046e-07,1.0426314247524715e-06,7.898936928540934e-06,1.3620854133478133e-06,4.306032224121736e-06,5.405676688496897e-07,3.239947830024903e-07,1.1353283298376482e-05,7.4722756835399196e-06,8.112488103506621e-06,4.6980028855614364e-05,3.342076297485619e-06,1.039498101818026e-06,7.513639275202877e-07,8.01114128989866e-06,1.1678878308885032e-06,8.20079912955407e-06,3.975435447500786e-06
16,2.23802726395661e-05,5.2850544307148084e-05,5.8085999626200646e-05,0.9984390139579773,3.261551228206372e-06,4.450208962225588e-06,2.7287785997032188e-05,0.00022480582993011922,6.311215838650241e-05,3.6412832287169294e-06,4.5986325858393684e-05,4.5981869334355e-06,1.3348890206543729e-05,1.7569582269061357e-06,1.9920814793294994e-06,8.97005793376593e-06,2.7740231871575816e-06,2.570561809989158e-05,6.262432634684956e-06,6.823536295996746e-07,3.5933740036853123e-06,6.019852662575431e-06,8.233672815549653e-06,6.869382104923716e-06,7.337238457694184e-06,8.690000868227798e-06,1.822627200454008e-05,1.180196136374434e-06,2.3466760467272252e-05,4.349907158029964e-06,9.468064490647521e-06,2.0611812942661345e-05,5.565460378420539e-05,3.989263859693892e-06,8.54019344842527e-06,5.052567757957149e-06,5.214576958678663e-05,3.252519036323065e-06,5.824783329444472e-06,1.0181948709941935e-05,1.606226578587666e-05,1.4037842447578441e-05,2.0242378013790585e-06,1.1857869139930699e-05,1.1757861102523748e-05,1.4187638043949846e-05,5.5629505368415266e-05,8.290392088383669e-07,2.0636073259083787e-06,2.2214014734345255e-06,2.999594471475575e-06,1.7439615476178005e-05,3.8084046991571086e-06,8.40213215269614e-06,3.7051242998131784e-06,2.440777279844042e-06,2.452983835610212e-06,3.8143332403706154e-06,3.6440626445255475e-06,6.869359640404582e-05,9.531901014270261e-06,6.6113566390413325e-06,1.629253119972418e-06,7.011284196778433e-06,1.3559570106735919e-05,3.848962933261646e-06,9.123455129156355e-06,2.3762690943840425e-06,8.842012903187424e-06,1.5642925063730218e-05,1.8583132259664126e-05,5.223533207754372e-06,2.745585334196221e-06,5.9082108236907516e-06,4.519656158663565e-06,8.65442052599974e-06,3.071857281611301e-05,1.8540029486757703e-05,6.3156680880638305e-06,1.7086806565203005e-06,2.6333436835557222e-05,3.242326556573971e-06,8.897931547835469e-05,7.0379473982029594e-06,2.985587116199895e-06,1.0112390555150341e-05,2.283966568938922e-05,2.1212626961641945e-05,3.087303866777802e-06,6.981812020967482e-06,1.1792695659096353e-05,3.1302834031521343e-06,2.4036986360442825e-05,7.349914540100144e-06,3.598204057198018e-05,1.661016653997649e-06,1.3460542504617479e-05,2.229934352726559e-06,4.98935742143658e-06
19,3.769385875784792e-05,5.6240871344925836e-05,5.5515924032079056e-05,0.9980010390281677,3.4815154776879353e-06,5.237375262368005e-06,4.0949948015622795e-05,0.00036820347304455936,0.00023794823209755123,4.414743216329953e-06,3.727806324604899e-05,6.189378382259747e-06,3.3194424759130925e-05,1.6012182868507807e-06,2.0924333057337208e-06,7.214872312033549e-06,3.498713340377435e-06,3.1855011911829934e-05,7.880676093918737e-06,8.579699510846694e-07,3.829396518995054e-06,4.1505518311169e-06,8.244579476013314e-06,5.904582849325379e-06,1.2231524124217685e-05,7.588767402921803e-06,2.9929577067377977e-05,1.268795699616021e-06,4.021067434223369e-05,2.80209837910661e-06,7.037483555905055e-06,2.697902891668491e-05,3.3594904380152e-05,4.205777258903254e-06,6.137312993814703e-06,6.562859653058695e-06,5.5850792705314234e-05,2.38355232795584e-06,5.163745754543925e-06,8.793173037702218e-06,2.1631976778735407e-05,2.8485099392128177e-05,2.354143589400337e-06,1.3006712833885103e-05,7.2832367550290655e-06,2.1176969312364236e-05,5.834265539306216e-05,9.081313692149706e-07,3.2617131182632875e-06,2.5970271053665783e-06,2.6569434794510016e-06,1.426937978976639e-05,4.823626568395412e-06,1.0163214938074816e-05,5.586968200077536e-06,2.2805784283264074e-06,2.1307910174073186e-06,3.857190222333884e-06,5.074669843452284e-06,5.5782129493309185e-05,1.3673609828401823e-05,7.786806236254051e-06,1.3860230865248013e-06,1.0392725926067214e-05,1.933117709995713e-05,4.870299108006293e-06,9.139199391938746e-06,1.9895812783943256e-06,8.345399692188948e-06,1.4317935892904643e-05,1.593106753716711e-05,6.862670034024632e-06,3.093811301368987e-06,6.94869231665507e-06,5.9632438933476806e-06,7.079758233885514e-06,1.9780754882958718e-05,3.4388172934995964e-05,5.697720553143881e-06,1.4226300208974862e-06,2.2152697056299075e-05,3.0941357636038447e-06,3.685408955789171e-05,1.3540625332097989e-05,2.954825276901829e-06,1.4975789781601634e-05,3.064284464926459e-05,2.10301332117524e-05,3.2972136523312656e-06,8.327694558829535e-06,1.0424738320580218e-05,4.062431798956823e-06,1.8325077689951286e-05,9.522714208287653e-06,6.209287676028907e-05,2.27326972890296e-06,4.932817319058813e-05,1.7162632275358192e-06,5.898836207052227e-06
23,3.3451447052357253e-06,4.669819645641837e-06,5.277938180370256e-05,6.743858193658525e-06,1.0779029253171757e-05,2.3654496544622816e-05,8.028163574635983e-05,1.0968641618092079e-05,5.5797227105358616e-06,2.331860287085874e-06,6.244777068786789e-07,2.229836809419794e-06,4.968885605194373e-07,6.355661753332242e-06,2.4661881070642266e-06,2.4435272280243225e-05,6.034050784364808e-06,5.723323738493491e-06,4.804835953109432e-06,1.314333530899603e-06,1.713471988296078e-06,1.1699470405801549e-06,2.0382049115141854e-06,7.70630833812902e-07,2.5198514777002856e-06,5.952546416665427e-06,2.730352662183577e-06,9.596245718057617e-07,0.9991488456726074,2.4148406737367623e-05,2.5305913368356414e-05,6.129482244432438e-06,3.08549715555273e-06,1.1456842003099155e-05,3.6085673400521046e-06,6.6549305302032735e-06,6.912820390425622e-05,4.953043571731541e-06,8.132458788168151e-06,4.134773462283192e-06,9.461640729568899e-06,1.7855713849712629e-06,1.1117608664790168e-05,1.6139427316375077e-05,7.141686637623934e-06,6.491507519967854e-06,5.3699241107096896e-06,2.2542051283380715e-06,5.716408963962749e-07,1.5900002836133353e-05,3.1698873499408364e-06,1.9743827124329982e-06,1.491925104346592e-06,1.6611231785645941e-06,1.6597043668298284e-06,1.4701415693707531e-06,1.304347733821487e-06,2.5057262973859906e-05,9.422838047612458e-06,8.453733244095929e-06,2.6084355795319425e-06,8.940314728533849e-06,1.8581389440441853e-06,7.586931587866275e-06,2.4984683477669023e-06,5.779186267318437e-06,1.2374222023936454e-05,1.243523456651019e-06,5.978945409879088e-06,2.757785750873154e-06,4.702917067334056e-05,2.2952890503802337e-05,4.872590125160059e-06,7.237971431095502e-07,2.7941416647081496e-06,6.843649771326454e-07,2.486140715518559e-07,2.85552118839405e-06,1.2353310694379616e-06,2.1632920379488496e-06,2.247087650175672e-06,1.776653903107217e-06,4.6735353862459306e-06,2.4374887743761064e-06,3.775004188355524e-06,1.8373984858044423e-06,5.876216164324433e-06,2.5896897568600252e-06,3.344616561662406e-05,5.145016621099785e-05,7.911438842711505e-06,1.9137926301482366e-06,1.927190169226378e-06,7.67471738072345e-06,2.090887846861733e-06,4.339136012276867e-06,4.596758572006365e-06,4.5689816374760994e-07,8.515411309417686e-07
24,3.1903672947919404e-07,8.470470902466332e-07,2.559787333211716e-07,1.3709043855669734e-07,8.079955193807109e-08,8.195616487682855e-07,1.053521941685176e-06,8.989500202005729e-07,9.036379537974426e-07,2.340359372965395e-07,5.771689757239074e-07,1.0758905773400329e-05,5.216738827584777e-07,3.2414232009614352e-06,2.937977967576444e-07,1.8031655599770602e-06,2.532508233343833e-06,3.6667225344899634e-07,1.7792915514291963e-06,7.768131808916223e-07,4.429450086718134e-07,7.302685389731778e-07,8.665968493914988e-07,1.9125245387385803e-07,2.1028000674050418e-07,5.353341521185939e-07,1.750489531104904e-07,6.665912337666668e-07,4.729973852590774e-07,4.3532818949643115e-07,1.0934118677141669e-07,1.5076281670189928e-05,1.9237445485487115e-06,3.598944385885261e-05,7.926520879664167e-07,6.138063781691017e-07,5.284265967020474e-07,5.748348712586449e-07,1.0190786525754447e-07,5.819904345116811e-07,3.472804905868543e-07,2.320946492773146e-07,2.523304942769755e-07,1.0388783948656055e-06,3.0748194035368215e-07,2.4567864898017433e-07,1.244286096380165e-07,2.2746928152628243e-05,1.1452701755843009e-06,4.627775979315629e-06,1.039641460920393e-06,1.2003736173937796e-06,5.669074198522139e-06,1.9818777730051806e-07,8.147883363562869e-07,1.797873437681119e-06,2.66243034729996e-07,3.0973959042057686e-07,1.451570028621063e-06,3.983455485467857e-07,8.278795576188713e-06,3.3653287800916587e-07,3.7075182035550824e-07,2.4655082597746514e-07,8.120701409097819e-07,1.4610169500883785e-06,5.427285287851191e-08,2.362561644986272e-06,5.637558615489979e-07,9.243016165783047e-07,1.8040462919088895e-06,9.366902986585046e-07,6.771664175175829e-06,2.704411485865421e-07,2.3352451535174623e-05,7.126143941604823e-08,4.156954389600287e-07,7.838224860279297e-07,5.721730076402309e-07,1.7461769630244817e-06,1.0510846948363906e-07,3.3621691386542807e-07,3.2577378306086757e-07,1.0977045121762785e-06,0.9997889399528503,1.7894618054015154e-07,2.622089596115984e-06,4.834528226638213e-07,1.3865191306194902e-07,5.1060537771263625e-06,5.871566486348456e-07,4.7450707825191785e-06,1.3916254602008848e-06,2.381459353273385e-06,7.452912313965498e-07,4.930622253596084e-06,2.5864080654969257e-08,1.0199050848314073e-07,1.4642257895047806e-07
28,4.769168754137354e-06,2.102842927342863e-06,5.410238372860476e-07,4.626393547368934e-06,4.1556216956450953e-07,3.6553151971929765e-07,1.376875502501207e-06,1.7100506966016837e-06,0.9998182654380798,1.6428374465249362e-06,3.7190741295489715e-06,3.2051468679128448e-06,2.286579729116056e-06,1.8150177538700518e-06,2.3504680939367972e-06,1.921267084981082e-06,1.4476587466560886e-06,1.3283508451422676e-05,1.4833598470431753e-05,6.837206001364393e-07,6.108161414886126e-06,1.2603383936493628e-07,7.158964194786677e-07,6.89126466113521e-07,2.056961193375173e-06,3.51629466877057e-07,4.5171265128374216e-07,6.498015636680066e-07,7.701983122387901e-07,2.850633791240398e-07,2.2696107748743088e-07,2.216848315583775e-06,4.3519068526620686e-07,6.820774842708488e-07,3.22787514051015e-07,4.854768462791981e-07,3.5828512068292184e-07,1.9598996914282907e-07,6.353108688017528e-07,3.084694753852091e-06,4.631156571122119e-06,1.8966889911098406e-05,1.0693827334762318e-06,4.955201120537822e-07,6.245559802664502e-07,2.865547457986395e-06,8.84908217813063e-07,3.498927014788933e-07,1.820188572310144e-06,9.252054269381915e-07,6.964209546822531e-07,1.4325338497656048e-06,4.435946721059736e-07,4.237660391481768e-07,3.521126927807927e-07,4.0544895796301716e-07,4.780915787705453e-07,1.276440571018611e-07,4.60625841469664e-07,6.150385161163285e-07,1.363994329039997e-06,4.2400941424602934e-07,4.006068934359064e-07,1.2620287179743173e-06,1.40466954690055e-06,3.456817978531035e-07,9.670461622590665e-07,1.1495303198216789e-07,1.0170908382178823e-07,3.115273443654587e-07,1.0706512512115296e-06,1.4364696880875272e-06,1.1245942914683837e-06,1.3276294339448214e-06,3.093234681728063e-06,4.842152634410013e-08,7.523583889224028e-08,6.689895144518232e-07,6.031995098965126e-07,2.421355418391613e-07,2.750518660832313e-06,3.1454763416149945e-07,3.3390176668035565e-07,4.251392965670675e-06,1.2529277455541887e-06,7.792243650328601e-07,2.7836176741402596e-06,1.5235565342663904e-06,9.010561257127847e-07,1.1340800483594649e-05,1.9257969086083904e-07,1.906924694594636e-06,8.957021577771229e-07,1.59124670062738e-06,6.03385660724598e-06,1.3714369515582803e-06,4.547753633232787e-06,2.1896603641380352e-07,4.2122522359022696e-07
